Unnamed: 0,image_path,condition,name,program,program_description,human_description
48,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-90.png,train,a medium 5 gon separated by a big space from a short line,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 5) logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0)))),a medium 5 gon separated by a big space from a short line,"['large pentagon with a small line to the right', 'on large 5 g1 point up and big space then small line on the right', 'big pentagon far from short low line']"
49,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-9.png,train,a medium 7 gon,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 7) $0))) $0)),a medium 7 gon,"['a 6 sided hexagon', 'its an hexagon it has 7 sides']"
50,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-136.png,train,8 sided snowflake with a short line and a medium circle as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),8 sided snowflake with a short line and a medium circle as arms,"['flower', 'circle s made of circle s', 'an 8 sided snowflake with a black center and 8 overlapping circle s as arms']"
51,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-89.png,train,6 sided snowflake with a short space and a small semicircle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),6 sided snowflake with a short space and a small semicircle as arms,"['disconnected 6 sided star with round edges', 'ring circle']"
52,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-157.png,train,a small 8 gon next to a small 5 gon,(lambda (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)))),a small 8 gon next to a small 5 gon,"['a 8 sided gon beside a 5 sided gon', '8 gon next to 5 gon', 'medium octagon on left touching a small pentagon on right at 1 point', 'medium 8 gon next to small 5 gon']"
53,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-64.png,train,a greek spiral with 8 turns,(lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL $1) (logo_DIVA logo_UA 4) $0))) $0)),a greek spiral with 8 turns,"['a long line that curls in on itself at right angles', 'lines evolving concentrically', 'e shape']"
54,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-83.png,train,8 sided snowflake with a short space and a short line and a short space and a small circle as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),8 sided snowflake with a short space and a short line and a short space and a small circle as arms,"['a sunburst of 8 short lines with tiny circle s just past the outer ends', 'small space in middle with 8 small lines with 8 small circle arms', '8 small circle s on the outside with 8 small detached lines on the inside', '8 small circle s with lines going inward']"
55,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-178.png,train,a 4 stepped zigzag,(lambda (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_ADDA (logo_DIVA logo_UA 2) (logo_DIVA logo_UA 4)) $0)))) $0))),a 4 stepped zigzag,"['4 step ladder going from top to bottom', 'squiggly line with 8 dashes', 'zig zag long']"
56,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-20.png,train,a short line,(lambda (logo_FWRT logo_UL logo_ZA $0)),a short line,"['short horizontal line', 'short line horizontal', 'short horizontal line']"
57,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-113.png,train,6 sided snowflake with a small triangle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),6 sided snowflake with a small triangle as arms,"['6 gon made of 6 tiny triangles touching', 'small 6 gon made up of 6 smaller triangles', 'a 6 sided gon that is divided into 6 triangles on the inside', 'a 6 gon divided into triangles']"
58,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-195.png,train,8 sided snowflake with a small 5 gon and a short line as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),8 sided snowflake with a small 5 gon and a short line as arms,"['sa', '8 pentagon s connecting to each other with each 1 separated by a line kind of looks like a ninja star or a weapon']"
59,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-119.png,train,6 sided snowflake with a short line as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),6 sided snowflake with a short line as arms,"['star symbol on a ph1', 'its has a star shape']"
60,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-172.png,train,5 sided snowflake with a medium line and a small 7 gon as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),5 sided snowflake with a medium line and a small 7 gon as arms,"['5 7 sided polygon s connected by 5 lines to a single point', 'snowflake made with hexagon s', '5 circle s in clover']"
61,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-41.png,train,4 small square s in a row,(lambda (logo_forLoop 4 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),4 small square s in a row,"['4 square s', '4 square s', '4 square s sharing sides arranged horizontally']"
62,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-191.png,train,a small semicircle connected by a medium line to a medium triangle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) $0)))),a small semicircle connected by a medium line to a medium triangle,"['broken half umbrella', 'triangle clip', 'a triangle connected to a small semi circle by a line']"
63,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-176.png,train,a 5 stepped zigzag,(lambda (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) (logo_forLoop 5 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_ADDA (logo_DIVA logo_UA 2) (logo_DIVA logo_UA 4)) $0)))) $0))),a 5 stepped zigzag,"['zigzag vertical', '5 greater than signs on top of each other', 'zig zag', 'a vertical zig zag made of 1 0 short lines']"
64,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-45.png,train,a small 8 gon next to a small 7 gon,(lambda (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) $0)))),a small 8 gon next to a small 7 gon,"['sdsa', 'an octagon slightly going into the left side of a 7 gon']"
65,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-24.png,train,a 4 stepped staircase_copy_3,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a 4 stepped staircase,"['medium zig zag horizontal lines with 4 bottom points', 'wavy line', 'shorter squiggly line pointing right']"
66,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-117.png,train,8 concentric circle s_copy_3,(lambda (logo_forLoop 9 (lambda (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) $0)))) $0)),8 concentric circle s,"['8 nesting circle s', '8 nested circle s', 'nestled circle s inside 1 another going from large to small', '8 nested circle s']"
67,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-138.png,train,6 short line s in a row,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),6 short line s in a row,"['horizontal line', 'a straight line', 'straight line']"
68,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-153.png,train,7 sided snowflake with a medium 5 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),7 sided snowflake with a medium 5 gon as arms,"['7 overlapped 5 gon s that make a flower with 7 petals in the center', '4 5 gon s connected in the middle with 3 more 5 gon s connected behind them to make flower shape', 'overlapping pentagon s with 7 boded lines in the middle', '7 pentagon s joined together']"
69,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-60.png,train,7 sided snowflake with a medium semicircle and a short line as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),7 sided snowflake with a medium semicircle and a short line as arms,"['7 medium half circle s with lines through them spaced in a large circle', '7 half circle s in a snowflake shape with a short line on the right side of each 1', '7 sided snowflake with semicircle s and short lines for arms']"
70,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-87.png,train,a 7 stepped staircase_copy_5,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a 7 stepped staircase,"['a small line going to the right a small line going up and a continuous repeat pattern for 7 times', 'staircase with 7 steps', 'stairway pattern going up from left to right', '7 step ladder']"
71,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-159.png,train,a 4 stepped staircase_copy_0,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a 4 stepped staircase,"['3 short stairs going up to the right', 'ladder']"
72,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-132.png,train,a small semicircle connected by a big line to a small 9 gon,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a small semicircle connected by a big line to a small 9 gon,"['a fish hook with a 9 sided polygon', 'octagon hook', '9 side polygon with cane coming out of the top cane is curved downward']"
73,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-181.png,train,3 sided snowflake with a short space and a short line and a short space and a small semicircle as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),3 sided snowflake with a short space and a short line and a short space and a small semicircle as arms,"['spinner', '3 dashes and 3 lines', '3 sided snowflake with 3 lines a space and 3 semi circle s as arms']"
74,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-55.png,train,7 concentric circle s_copy_4,(lambda (logo_forLoop 8 (lambda (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) $0)))) $0)),7 concentric circle s,"['sasas', 'a smaller version of the bunch of circle s within each other']"
75,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-166.png,train,a 4 stepped staircase_copy_4,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a 4 stepped staircase,"['4 base steps', 'diagonal wavy line', 'like steps', '4 backwards ls making a stair shape']"
76,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-107.png,train,3 sided snowflake with a short line and a small square as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),3 sided snowflake with a short line and a small square as arms,"['snowflake with 3 lines 3 square s as arms', '3 flake with line arms and square ends', '3 lined snowflake pattern connected at a point in center 3 smallmedium square s on each line at ends', 'snowflake made up of 3 arms of small line and small square']"
77,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-34.png,train,a medium triangle connected by a medium line to a small 9 gon,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a medium triangle connected by a medium line to a small 9 gon,"['a triangle next to a 9 gon', 'truiangle attacjed to large octo', 'ice cream c1']"
78,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-128.png,train,2 concentric circle s_copy_2,(lambda (logo_forLoop 3 (lambda (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) $0)))) $0)),2 concentric circle s,"['3 nested circle', '2 small nesting circle s', 'circle in circle small tunnel']"
79,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-70.png,train,5 medium semicircle s in a row,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),5 medium semicircle s in a row,"['5 medium half circle s', '5 half circle s in a row on their sides with the curves facing right', '5 medium semicircle s in a row']"
80,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-143.png,train,5 sided snowflake with a short space and a short line and a short space and a small 5 gon as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),5 sided snowflake with a short space and a short line and a short space and a small 5 gon as arms,"['a sunburst of 5 lines with 5 5 gon s just past the outer ends', 'small space in middle with 5 small lines outside then 5 small 5 gon s outside the lines', '5 pentagon s on the outside with 5 detached lines on the inside', '5 pentagon s in a pentagon formation with lines pointing inward']"
81,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-97.png,train,5 sided snowflake with a small square and a small triangle as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),5 sided snowflake with a small square and a small triangle as arms,"['5 sided snowflake with a medium space with a 4 side square and a 4 triangles as arms', '5 flake with squaretriangle arms', '5 snowflake design with nothing in middle and arms are 4 square s with triangles connected to it small square s and smaller triangles', 'snowflake with 5 arms made up of small square s next to small triangles']"
82,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-149.png,train,3 sided snowflake with a short line and a small 5 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),3 sided snowflake with a short line and a small 5 gon as arms,"['3 house shaped symbols connected by 3 lines in a y shape', 'pentagon s']"
83,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-122.png,train,6 small square s in a row,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),6 small square s in a row,"['6 square s in a row', '6 boxes next to each other', '6 square tetris piece']"
84,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-11.png,train,a medium 8 gon,(lambda (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 8) $0))) $0)),a medium 8 gon,"['octagonal', 'octogon', 'large 8 gon']"
85,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-4.png,train,a small 5 gon,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)),a small 5 gon,"['a medium 5 gon', 'smnall 5 sided gon', 'small pentagon']"
86,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-126.png,train,7 sided snowflake with a small 9 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),7 sided snowflake with a small 9 gon as arms,"['7 8 gon s in spiral connection', '7 overlapping 9 sided figures in a circle formation', 'like a rangoli', '7 9 gon s connected at 1 point']"
87,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-15.png,train,a small circle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0))),a small circle,"['asas', 'a small circle']"
88,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-99.png,train,7 sided snowflake with a small triangle as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),7 sided snowflake with a small triangle as arms,"['a dark small hampster wheel with 7 small tirangles and a circle in the middle', 'wheel']"
89,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-0.png,train,a small triangle,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)),a small triangle,"['small triangle', 'small thick lined triangle in the center of page', 'small triangle']"
90,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-74.png,train,3 small 5 gon s in a row,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),3 small 5 gon s in a row,"['3 overlapping 5 gon s', '3 5 goins c1 cted in middle', '3 connected pentagon s']"
91,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-147.png,train,6 sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),6 sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,"['snowflake with space small line medium space and 6 semicircle arms', '6 flake with arms of space line space semicircle', '6 sided snowflake with small lines then a small space then half circle s above each line', 'snowflake made up of 6 arms of small line and semicircle']"
92,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-93.png,train,a greek spiral with 6 turns,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL $1) (logo_DIVA logo_UA 4) $0))) $0)),a greek spiral with 6 turns,"['a spiral going counterclock', '6 lines connected together to from backwards large g shape', 'a line that goes right down left up right and then down', 'a square spiral that starts at the top left']"
93,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-168.png,train,a medium square connected by a big line to a small square,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 4) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)))),a medium square connected by a big line to a small square,"['large square connected to small square via horizontal line', 'a medium square with a small square to the right attached by a line', 'square tail square']"
94,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-103.png,train,7 sided snowflake with a medium circle and a small 5 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),7 sided snowflake with a medium circle and a small 5 gon as arms,"['ring of 7 overlapped circle s surrounded by 7 5 gon s', 'small space in middle with 7 small circle s around it and 7 5 gon s outside circle s', 'a snowflake with 7 pentagon leaves on the outside with 7 small circle s on the inside', '7 circle s in the middle with 7 pentagon s on the outside']"
95,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-30.png,train,3 sided snowflake with a short space and a small 5 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),3 sided snowflake with a short space and a small 5 gon as arms,"['3 small pentagon s', '3 5 gon medium snowflake', '3 pentagon s in a circle']"
96,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-185.png,train,5 sided snowflake with a short line and a medium circle as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),5 sided snowflake with a short line and a medium circle as arms,"['dsd', '5 circle s each with a line next to them forming a pinwhell nothing is connected']"
