Unnamed: 0,image_path,condition,name,program,program_description,human_description
84,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-11.png,train,a medium 8 gon,(lambda (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 8) $0))) $0)),a medium octagon,"['octagonal', 'octogon', 'large octagon']"
85,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-4.png,train,a small 5 gon,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)),a small pentagon,"['a medium pentagon', 'smnall five sided gon', 'small pentagon']"
86,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-126.png,train,7 sided snowflake with a small 9 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a small nonagon as arms,"['seven octagons in spiral connection', 'seven overlapping nine sided figures in a circle formation', 'like a rangoli', 'seven nonagons connected at one point']"
87,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-15.png,train,a small circle,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0))),a small circle,"['asas', 'a small circle']"
88,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-99.png,train,7 sided snowflake with a small triangle as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a small triangle as arms,"['a dark small hampster wheel with seven small tirangles and a circle in the middle', 'wheel']"
89,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-0.png,train,a small triangle,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0)),a small triangle,"['small triangle', 'small thick lined triangle in the center of page', 'small triangle']"
90,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-74.png,train,3 small 5 gon s in a row,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),three small pentagons in a row,"['three overlapping pentagons', 'three five goins c1 cted in middle', 'three connected pentagons']"
91,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-147.png,train,6 sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),six sided snowflake with a short space and a short line and a short space and a medium semicircle as arms,"['snowflake with space small line medium space and six semicircle arms', 'six flake with arms of space line space semicircle', 'six sided snowflake with small lines then a small space then half circles above each line', 'snowflake made up of six arms of small line and semicircle']"
92,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-93.png,train,a greek spiral with 6 turns,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL $1) (logo_DIVA logo_UA 4) $0))) $0)),a greek spiral with six turns,"['a spiral going counterclock', 'six lines connected together to from backwards large g shape', 'a line that goes right down left up right and then down', 'a square spiral that starts at the top left']"
93,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-168.png,train,a medium square connected by a big line to a small square,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 4) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)))),a medium square connected by a big line to a small square,"['large square connected to small square via horizontal line', 'a medium square with a small square to the right attached by a line', 'square tail square']"
94,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-103.png,train,7 sided snowflake with a medium circle and a small 5 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a medium circle and a small pentagon as arms,"['ring of seven overlapped circles surrounded by seven pentagons', 'small space in middle with seven small circles around it and seven pentagons outside circles', 'a snowflake with seven pentagon leaves on the outside with seven small circles on the inside', 'seven circles in the middle with seven pentagons on the outside']"
95,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-30.png,train,3 sided snowflake with a short space and a small 5 gon as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a short space and a small pentagon as arms,"['three small pentagons', 'three pentagon medium snowflake', 'three pentagons in a circle']"
96,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-185.png,train,5 sided snowflake with a short line and a medium circle as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),five sided snowflake with a short line and a medium circle as arms,"['dsd', 'five circles each with a line next to them forming a pinwhell nothing is connected']"
97,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-109.png,train,3 sided snowflake with a short space and a short line and a short space and a short line as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a short space and a short line and a short space and a short line as arms,"['a large y shape using six disconnected lines', 'three disjoint lines']"
98,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-51.png,train,8 sided snowflake with a medium line and a small 9 gon as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a medium line and a small nonagon as arms,"['wheel with octagon', 'octogons with lines', 'an eight sided snowflake with a black dot connected to lines connected to nonagons as sides']"
99,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-162.png,train,5 sided snowflake with a medium circle and a short line as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),five sided snowflake with a medium circle and a short line as arms,"['five small circles joined in a circle with five expanding lines', 'snowflake made of circles and lines', 'five circle in middle five lines shooting out']"
100,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-82.png,train,a 4 stepped staircase,(lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a four stepped staircase,"['four stairs', 'four step steps', 'four step stair']"
101,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-65.png,train,8 sided snowflake with a medium space and a small 8 gon as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a medium space and a small octagon as arms,"['ads', 'eight octagons forming a snowflake']"
102,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-156.png,train,a medium triangle connected by a big line to a small 8 gon,(lambda (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 3) $0))) (logo_FWRT (logo_MULL logo_UL 5) logo_ZA (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0)))),a medium triangle connected by a big line to a small octagon,"['triangle on left bottom line to octagon right', 'triangle medium line medium octagon', 'a triangle with eight shape', 'a large triangle connected by a long line to an octagon']"
103,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-88.png,train,7 sided snowflake with a medium semicircle as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a medium semicircle as arms,"['seven semicircles touching at a central point and fanning out like a pinwheel', 'a hurricane snowflake', 'swirly']"
104,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-137.png,train,a small circle next to a small 6 gon,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 6) $0))) $0))))),a small circle next to a small hexagon,"['a small circle and a six sided gon', 'small circle next to hexagon', 'small circle on left and six sided polygon on right not connected or touching', 'small circle next to hexagon']"
105,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-40.png,train,7 sided snowflake with a small circle and a small 5 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a small circle and a small pentagon as arms,"['seven small circles inside of seven medium pentagons', 'seven pentagons snowflake with seven small circles around in the center', 'seven sided snowflake with floating small circle and medium pentagon arms']"
106,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-173.png,train,5 small square s in a row,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),five small squares in a row,"['five tiny squares in a row touching', 'medium rectangle made from five small squares', 'five square boxes in a row', 'five squares touching in a line']"
107,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-118.png,train,a small 7 gon next to a small 9 gon,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 7) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 9 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 9) $0))) $0)))),a small heptagon next to a small nonagon,"['heptagon and nonagon interconnected', 'med heptagon intertwined with a large octagon', 'circle link']"
108,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-194.png,train,a 7 stepped staircase,(lambda (logo_forLoop 7 (lambda (lambda (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL (logo_DIVA logo_UA 4) (logo_FWRT logo_ZL (logo_DIVA logo_UA 2) $0))))) $0)),a seven stepped staircase,"['a long zig zag line running diagonally', 'lobnest wavy line', 'seven stair steps facing right']"
109,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-112.png,train,a medium 5 gon next to a small 5 gon,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)))),a medium pentagon next to a small pentagon,"['a small pentagon somewhat in front of a larger pentagon', 'i big pentagon and one small pentagon inside', 'larger polygon in the middle and small polygon overlapping the bottom right side']"
110,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-21.png,train,a vertical short line,(lambda (logo_FWRT logo_ZL (logo_DIVA logo_UA 4) (logo_FWRT logo_UL logo_ZA $0))),a vertical short line,"['half of the number one', 'dash', 'a vertical line']"
111,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-179.png,train,8 sided snowflake with a short line and a medium semicircle as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a short line and a medium semicircle as arms,"['loading wheel eight hooks making a circle with a circle in the middle', 'flower shape object']"
112,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-116.png,train,6 sided snowflake with a short line and a medium circle as arms,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 6) $0)))) $0)),six sided snowflake with a short line and a medium circle as arms,"['six circles spaced with six lines in middle', 'six spoked wheel with space short line and then space and small circles as spokes', 'six circles around six lines', 'six sided snowflake with a medium circle and small lines that are not connected as arms']"
113,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-25.png,train,5 sided snowflake with a short space and a short line and a short space and a short line as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),five sided snowflake with a short space and a short line and a short space and a short line as arms,"['daad', 'a five sides version of the pinwhell with each line separated by a white space']"
114,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-44.png,train,4 concentric square s,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL $4) (logo_DIVA logo_UA 4) $0))) $0)) $0))) $0)),four concentric squares,"['four stacked squares', 'four concentric squares', 'four nested squares']"
115,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-177.png,train,7 sided snowflake with a medium space and a small 5 gon as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a medium space and a small pentagon as arms,"['a snowflake with five sided gon and seven arms', 'seven flake with small pentagon arms not overlapping', 'snowflake design with seven objects nothing in the middle and objects are pentagons arranged in the snowfake pattern', 'snowflake made up of seven pentagons']"
116,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-190.png,train,4 small 5 gon s in a row,(lambda (logo_forLoop 4 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),four small pentagons in a row,"['four interlocking pentagons in a straight line', 'four pentagons overlapping on top of a medium long horizontal line', 'four small interlocked pentagons in a row']"
117,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-133.png,train,7 sided snowflake with a short line and a small square as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a short line and a small square as arms,"['a wheel of seven square flags', 'small circle six small lines seven small squares', 'a snowflake with seven small squares on the outside attached to seven connected lines on the inside', 'seven 6s joined in the middle']"
118,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-158.png,train,7 sided snowflake with a short space and a small square as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA $0)) (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a short space and a small square as arms,"['seven small squares arranged in a circular shape', 'seven squares in a circle', 'flower square']"
119,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-86.png,train,a medium circle connected by a medium line to a small 5 gon,(lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_FWRT (logo_MULL logo_UL 2) logo_ZA (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0))))),a medium circle connected by a medium line to a small pentagon,"['circle with underline connecting pentagon', 'circle line pentagon', 'circle with five shape', 'a medium circle connected by a line to a pentagon']"
120,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-61.png,train,7 sided snowflake with a medium space and a small circle as arms,(lambda (logo_forLoop 7 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0)))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 7) $0)))) $0)),seven sided snowflake with a medium space and a small circle as arms,"['seven circles', 'seven circles', 'a seven sided snowflake with a space and small circles as sides']"
121,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-152.png,train,5 sided snowflake with a short space and a short line and a short space and a small square as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_FWRT logo_UL logo_ZA (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0))))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),five sided snowflake with a short space and a short line and a short space and a small square as arms,"['a small line then a square in a star formation', 'star with boxes on the ends', 'five lines shooting out from middle squares on the outside']"
122,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-139.png,train,a small 6 gon next to a medium 5 gon,(lambda (logo_forLoop 6 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 6) $0))) (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 2) logo_ZA $0)) (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) $0)))),a small hexagon next to a medium pentagon,"['a small six sided shape on the left of a larger five sided shape', 'a six sides shape and a five sides shape']"
123,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-35.png,train,8 concentric circle s_copy_0,(lambda (logo_forLoop 9 (lambda (lambda (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL $3) logo_epsA $0))) $0)))) $0)),eight concentric circles,"['asas', 'eight circles in each other']"
124,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-106.png,train,6 small 5 gon s in a row_copy_0,(lambda (logo_forLoop 6 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 5) $0))) $0)) (logo_PT (lambda (logo_FWRT logo_UL logo_ZA $0)) $0)))) $0)),six small pentagons in a row,"['six overlapping horizontal pentagons', 'six overlapping pentagons in a line', 'six merged pentagon', 'six pentagons in a row']"
125,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-167.png,train,8 sided snowflake with a small square as arms,(lambda (logo_forLoop 8 (lambda (lambda (logo_GETSET (lambda (logo_forLoop 4 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 4) $0))) $0)) (logo_FWRT logo_ZL (logo_DIVA logo_UA 8) $0)))) $0)),eight sided snowflake with a small square as arms,"['a diamond with eight small lines with a dark center circle and a square', 'two overlapping squares offset four five degrees with lines between their corners', 'eight lined snowflake pattern connecting to a square thats inside of another square wheel figure inside of a diamond inside of a square', 'wheel inside two squares']"
126,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-54.png,train,3 sided snowflake with a short line and a small semicircle as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 1) logo_epsA $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a short line and a small semicircle as arms,"['a three sided snowflake with a small line and a small semi circle for arms', 'snowflake compsoed of three j like fugures', 'three line wave']"
127,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-180.png,train,5 sided snowflake with a short space and a medium circle as arms,(lambda (logo_forLoop 5 (lambda (lambda (logo_GETSET (lambda (logo_PT (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA $0)) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) (logo_forLoop logo_IFTY (lambda (lambda (logo_FWRT (logo_MULL logo_epsL 2) logo_epsA $0))) $0)))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 5) $0)))) $0)),five sided snowflake with a short space and a medium circle as arms,"['five small circles arranged in a circle', 'five medium circles touching and looking like a snowflake', 'five sided snowflake with small circles for arms']"
128,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-5.png,train,a medium 5 gon,(lambda (logo_forLoop 5 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 2) (logo_DIVA logo_UA 5) $0))) $0)),a medium pentagon,"['line art', 'pentagon']"
129,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-10.png,train,a small 8 gon,(lambda (logo_forLoop 8 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 8) $0))) $0)),a small octagon,"['a medium octagon', 'one large octagon in center of page', 'medium octagon']"
130,/scratch/gpfs/nb0564/vlm_reasoning/logo_experiment/images/train-123.png,train,3 sided snowflake with a short line and a small triangle as arms,(lambda (logo_forLoop 3 (lambda (lambda (logo_GETSET (lambda (logo_FWRT (logo_MULL logo_UL 1) logo_ZA (logo_forLoop 3 (lambda (lambda (logo_FWRT (logo_MULL logo_UL 1) (logo_DIVA logo_UA 3) $0))) $0))) (logo_FWRT logo_ZL (logo_DIVA logo_UA 3) $0)))) $0)),three sided snowflake with a short line and a small triangle as arms,"['a wheel of three tiny triangle flags', 'three sided figure with small line and small triangle arms', 'snowflake with three small triangles on the outside attached to straight lines on the inside', 'three triangles connected by three lines']"
